Location,n,Percentage,95% CI
Less than H.S.,23,11.7,6.3-17.1
H.S. or G.E.D.,204,13.4,11.2-15.6
Some post-H.S.,214,11.1,9.4-12.8
College graduate,165,4.9,4.0-5.8
Minnesota,,,
Less than H.S.,89,15.6,12.0-19.2
H.S. or G.E.D.,392,11.8,10.5-13.2
Some post-H.S.,419,9.2,8.2-10.2
College graduate,255,3.5,3.0-4.0
Mississippi,,,
Less than H.S.,50,11.9,8.0-15.7
H.S. or G.E.D.,211,14.6,12.2-17.0
Some post-H.S.,161,10.4,8.4-12.4
College graduate,119,5.9,4.6-7.2
Missouri,,,
Less than H.S.,59,10.6,7.0-14.2
H.S. or G.E.D.,347,14.4,12.5-16.2
Some post-H.S.,246,10.0,8.4-11.6
College graduate,170,5.4,4.3-6.4
Montana,,,
Less than H.S.,22,7.6,3.8-11.4
H.S. or G.E.D.,209,13.5,11.5-15.5
Some post-H.S.,186,10.2,8.6-11.9
College graduate,145,6.9,5.6-8.2
Nebraska,,,
Less than H.S.,105,12.9,9.7-16.0
H.S. or G.E.D.,557,13.5,11.9-15.0
Some post-H.S.,443,9.4,8.2-10.6
College graduate,245,4.2,3.4-5.0
Nevada,,,
Less than H.S.,12,*,
H.S. or G.E.D.,62,12.5,8.6-16.4
Some post-H.S.,73,8.9,6.3-11.6
College graduate,34,4.0,1.9-6.0
New Hampshire,,,
Less than H.S.,19,7.7,3.3-12.0
H.S. or G.E.D.,160,9.7,7.8-11.6
Some post-H.S.,159,8.8,6.9-10.7
College graduate,111,3.6,2.6-4.6
New Jersey,,,
Less than H.S.,60,15.2,11.1-19.3
H.S. or G.E.D.,205,10.9,8.8-13.1
Some post-H.S.,177,7.6,6.2-8.9
College graduate,158,3.0,2.4-3.6
New Mexico,,,
Less than H.S.,63,15.7,9.9-21.5
H.S. or G.E.D.,200,10.1,7.9-12.2
Some post-H.S.,218,12.6,10.0-15.2
College graduate,154,7.0,5.3-8.7
New York,,,
Less than H.S.,94,14.0,10.4-17.6
H.S. or G.E.D.,346,12.9,11.2-14.6
Some post-H.S.,284,9.1,7.8-10.5
College graduate,245,3.7,3.1-4.3
North Carolina,,,
Less than H.S.,52,16.9,11.7-22.1
H.S. or G.E.D.,141,13.9,11.2-16.7
Some post-H.S.,166,11.3,9.3-13.3
College graduate,115,5.1,4.0-6.2
North Dakota,,,
Less than H.S.,16,*,
H.S. or G.E.D.,123,12.1,9.2-14.9
Some post-H.S.,133,9.7,7.6-11.8
College graduate,79,4.9,3.4-6.4
Ohio,,,
Less than H.S.,76,12.5,8.5-16.4
H.S. or G.E.D.,574,14.0,12.5-15.6
Some post-H.S.,377,10.0,8.6-11.4
College graduate,233,5.8,4.8-6.8
Oklahoma,,,
Less than H.S.,35,13.6,8.8-18.4
H.S. or G.E.D.,167,14.2,11.8-16.7
Some post-H.S.,173,13.6,11.2-16.0
College graduate,89,5.8,4.3-7.3
Oregon,,,
Less than H.S.,24,13.0,7.2-18.8
H.S. or G.E.D.,104,14.0,10.3-17.7
Some post-H.S.,154,11.9,10.0-13.9
College graduate,100,5.5,4.3-6.6
Pennsylvania,,,
Less than H.S.,22,10.2,5.1-15.3
H.S. or G.E.D.,151,12.5,10.1-14.8
Some post-H.S.,112,9.1,7.0-11.1
College graduate,100,3.9,2.9-4.8
Rhode Island,,,
Less than H.S.,36,13.1,8.0-18.1
H.S. or G.E.D.,124,10.4,8.1-12.7
Some post-H.S.,113,8.9,6.6-11.2
College graduate,87,3.6,2.5-4.6
South Carolina,,,
Less than H.S.,26,15.3,8.6-22.0
H.S. or G.E.D.,121,13.6,10.8-16.2
Some post-H.S.,128,11.6,9.1-14.0
College graduate,82,5.3,3.8-6.8
South Dakota,,,
Less than H.S.,36,*,
H.S. or G.E.D.,251,14.3,10.8-17.8
Some post-H.S.,212,10.6,7.9-13.3
College graduate,143,6.6,4.0-9.3
Tennessee,,,
Less than H.S.,26,10.0,5.3-14.7
H.S. or G.E.D.,156,12.9,10.2-15.6
Some post-H.S.,132,12.8,9.9-15.6
College graduate,71,4.5,3.1-5.9
Texas,,,
Less than H.S.,115,11.3,7.0-15.7
H.S. or G.E.D.,279,10.7,8.3-13.2
Some post-H.S.,306,10.7,8.3-13.1
College graduate,187,4.1,3.2-5.0
Utah,,,
Less than H.S.,42,14.3,9.6-19.0
H.S. or G.E.D.,270,11.6,9.9-13.2
Some post-H.S.,257,7.4,6.2-8.5
College graduate,156,3.9,3.2-4.6
Vermont,,,
Less than H.S.,30,13.7,8.2-19.2
H.S. or G.E.D.,187,11.4,9.1-13.7
Some post-H.S.,136,11.0,8.1-13.8
College graduate,161,5.8,4.5-7.2
Virginia,,,
Less than H.S.,59,13.0,8.6-17.3
H.S. or G.E.D.,277,12.7,10.7-14.6
Some post-H.S.,230,9.9,8.2-11.5
College graduate,168,3.4,2.6-4.4
Washington,,,
Less than H.S.,87,16.0,12.1-19.9
H.S. or G.E.D.,296,12.8,10.8-14.7
Some post-H.S.,335,9.7,8.4-11.1
College graduate,198,2.6,2.1-3.1
West Virginia,,,
Less than H.S.,59,15.4,10.9-19.9
H.S. or G.E.D.,308,16.9,14.7-19.0
Some post-H.S.,208,14.6,12.4-16.8
College graduate,112,6.4,5.0-7.7
Wisconsin,,,
Less than H.S.,19,13.3,6.7-20.0
H.S. or G.E.D.,164,12.8,10.2-15.4
Some post-H.S.,142,8.2,6.5-10.0
College graduate,82,3.7,2.7-4.8
Wyoming,,,
Less than H.S.,24,12.3,5.8-18.8
H.S. or G.E.D.,122,10.5,7.9-13.1
Some post-H.S.,160,10.8,8.4-13.3
College graduate,101,5.9,4.3-7.6
Guam,,,
Less than H.S.,14,*,
H.S. or G.E.D.,92,13.0,9.6-16.4
Some post-H.S.,66,14.6,9.2-19.9
College graduate,53,7.1,4.8-9.3
Puerto Rico,,,
Less than H.S.,9,*,
H.S. or G.E.D.,59,6.0,4.1-8.0
Some post-H.S.,109,10.3,8.1-12.5
College graduate,270,15.5,
