Location,n,Percentage,95% CI
Some post-H.S.,279,6.9,5.8-8.0
College graduate,133,2.7,2.1-3.3
Wyoming,,,
Less than H.S.,25,19.1,10.4-27.8
H.S. or G.E.D.,98,9.7,7.4-12.0
Some post-H.S.,123,10.4,8.1-12.6
College graduate,55,4.0,2.7-5.2
Guam,,,
Less than H.S.,29,*,
H.S. or G.E.D.,119,18.4,12.6-24.2
Some post-H.S.,78,19.3,12.1-26.6
College graduate,37,4.5,2.3-6.6
Puerto Rico,,,
Less than H.S.,127,22.0,17.5-26.4
H.S. or G.E.D.,371,34.6,30.7-38.5
Some post-H.S.,418,34.7,30.9-38.5
College graduate,406,24.2,21.2-27.2
Virgin Islands,,,
Less than H.S.,32,32.9,16.8-48.9
H.S. or G.E.D.,68,19.3,9.8-28.8
Some post-H.S.,26,*,
College graduate,19,*,
