Location,n,Percentage,95% CI
H.S. or G.E.D.,494,21.2,19.1-23.2
Some post-H.S.,281,14.2,12.4-16.1
College graduate,139,4.8,3.9-5.7
Iowa,,,
Less than H.S.,133,29.4,24.2-34.7
H.S. or G.E.D.,440,16.2,14.5-17.9
Some post-H.S.,316,11.8,10.3-13.3
College graduate,158,4.6,3.8-5.4
Kansas,,,
Less than H.S.,97,31.8,25.6-38.0
H.S. or G.E.D.,428,18.4,16.4-20.4
Some post-H.S.,378,13.6,12.0-15.2
College graduate,181,4.3,3.6-5.1
Kentucky,,,
Less than H.S.,101,34.6,27.6-41.7
H.S. or G.E.D.,243,24.5,21.0-27.9
Some post-H.S.,176,19.1,16.1-22.1
College graduate,88,7.3,5.5-9.1
Louisiana,,,
Less than H.S.,94,30.2,23.4-37.0
H.S. or G.E.D.,264,23.5,20.2-26.7
Some post-H.S.,190,19.2,16.0-22.4
College graduate,95,6.1,4.7-7.6
Maine,,,
Less than H.S.,94,31.4,23.5-39.4
H.S. or G.E.D.,565,23.1,20.4-25.8
Some post-H.S.,412,14.5,12.4-16.5
College graduate,271,5.6,4.6-6.6
Maryland,,,
Less than H.S.,215,33.3,28.3-38.2
H.S. or G.E.D.,629,17.4,15.6-19.3
Some post-H.S.,326,9.8,8.4-11.2
College graduate,212,2.8,2.3-3.3
Massachusetts,,,
Less than H.S.,65,35.0,26.6-43.4
H.S. or G.E.D.,199,19.8,16.5-23.1
Some post-H.S.,170,11.4,9.1-13.7
College graduate,119,3.4,2.5-4.2
Michigan,,,
Less than H.S.,67,36.2,28.2-44.2
H.S. or G.E.D.,308,21.1,18.4-23.7
Some post-H.S.,293,14.2,12.2-16.0
College graduate,139,4.1,3.2-5.0
Minnesota,,,
Less than H.S.,153,28.4,23.5-33.2
H.S. or G.E.D.,660,19.0,17.4-20.6
Some post-H.S.,548,11.9,10.8-13.1
College graduate,305,4.3,3.7-5.0
Mississippi,,,
Less than H.S.,200,39.5,33.8-45.2
H.S. or G.E.D.,459,30.0,26.9-33.0
Some post-H.S.,302,21.3,18.5-24.1
College graduate,153,8.6,6.8-10.5
Missouri,,,
Less than H.S.,145,30.4,24.7-36.2
H.S. or G.E.D.,535,20.3,18.2-22.4
Some post-H.S.,360,14.6,12.8-16.5
College graduate,164,5.0,4.0-6.0
Montana,,,
Less than H.S.,79,34.2,26.6-41.9
H.S. or G.E.D.,302,21.0,18.3-23.7
Some post-H.S.,275,17.4,15.2-19.6
College graduate,161,6.6,5.4-7.8
Nebraska,,,
Less than H.S.,228,31.0,25.8-36.1
H.S. or G.E.D.,770,18.0,16.2-19.8
Some post-H.S.,542,12.6,11.0-14.1
College graduate,258,4.4,3.7-5.2
Nevada,,,
Less than H.S.,61,49.6,39.1-60.1
H.S. or G.E.D.,108,20.3,16.0-24.6
Some post-H.S.,90,12.8,9.2-16.5
College graduate,46,6.1,3.5-8.7
New Hampshire,,,
Less than H.S.,55,27.9,19.6-36.3
H.S. or G.E.D.,223,13.7,11.2-16.2
Some post-H.S.,190,10.1,8.1-12.1
College graduate,107,3.2,2.4-4.1
New Jersey,,,
Less than H.S.,145,31.7,26.4-37.0
H.S. or G.E.D.,355,16.5,14.4-18.6
Some post-H.S.,258,10.7,9.1-12.3
College graduate,173,3.2,2.6-3.8
New Mexico,,,
Less than H.S.,223,41.7,35.6-47.9
H.S. or G.E.D.,485,32.0,28.2-35.7
Some post-H.S.,384,22.4,19.2-25.6
College graduate,184,8.3,6.2-10.4
New York,,,
Less than H.S.,235,34.5,30.0-39.1
H.S. or G.E.D.,603,21.5,19.2-23.7
Some post-H.S.,485,16.4,14.6-18.2
College graduate,310,5.2,4.4-5.9
North Carolina,,,
Less than H.S.,138,36.3,30.1-42.5
H.S. or G.E.D.,304,23.1,20.0-26.1
Some post-H.S.,221,15.6,13.3-17.8
College graduate,110,4.6,3.6-5.6
North Dakota,,,
Less than H.S.,43,31.9,20.6-43.3
H.S. or G.E.D.,173,14.1,11.2-17.0
Some post-H.S.,140,11.9,9.2-14.6
College graduate,71,4.2,2.8-5.7
Ohio,,,
Less than H.S.,246,32.2,27.2-37.2
H.S. or G.E.D.,986,22.4,20.5-24.2
Some post-H.S.,618,16.0,14.2-17.7
College graduate,260,4.9,4.0-5.8
Oklahoma,,,
Less than H.S.,92,33.0,26.4-39.6
H.S. or G.E.D.,280,22.2,19.3-25.1
Some post-H.S.,253,18.2,15.7-20.7
College graduate,106,7.1,5.4-8.8
Oregon,,,
Less than H.S.,60,29.2,22.1-36.2
H.S. or G.E.D.,176,22.0,18.5-25.4
Some post-H.S.,206,15.8,13.5-18.2
College graduate,127,6.7,5.4-8.0
Pennsylvania,,,
Less than H.S.,55,24.8,17.5-32.1
H.S. or G.E.D.,275,21.1,18.3-23.9
Some post-H.S.,145,11.2,9.1-13.4
College graduate,93,4.5,3.3-5.7
Rhode Island,,,
Less than H.S.,86,29.8,23.2-36.5
H.S. or G.E.D.,231,22.6,18.8-26.5
Some post-H.S.,142,11.0,8.4-13.7
College graduate,90,4.0,2.7-5.2
South Carolina,,,
Less than H.S.,86,34.4,26.8-41.9
H.S. or G.E.D.,207,22.4,18.9-25.9
Some post-H.S.,155,15.6,12.7-18.6
College graduate,60,3.9,2.7-5.2
South Dakota,,,
Less than H.S.,79,23.3,13.2-33.4
H.S. or G.E.D.,357,22.6,16.7-28.4
Some post-H.S.,275,13.9,10.5-17.2
College graduate,119,5.0,3.1-6.8
Tennessee,,,
Less than H.S.,100,36.5,28.3-44.7
H.S. or G.E.D.,277,20.6,17.6-23.6
Some post-H.S.,171,14.6,12.0-17.3
College graduate,101,5.8,4.4-7.2
Texas,,,
Less than H.S.,378,34.1,28.2-40.1
H.S. or G.E.D.,579,22.6,19.2-26.1
Some post-H.S.,467,15.5,13.0-17.9
College graduate,217,5.6,4.2-6.9
Utah,,,
Less than H.S.,115,33.9,27.6-40.2
H.S. or G.E.D.,394,16.0,14.1-17.9
Some post-H.S.,314,9.5,8.2-10.8
College graduate,160,3.9,3.1-4.6
Vermont,,,
Less than H.S.,58,31.4,22.8-40.0
H.S. or G.E.D.,299,18.4,15.7-21.2
Some post-H.S.,180,16.1,12.2-19.9
College graduate,157,5.1,3.9-6.3
Virginia,,,
Less than H.S.,163,32.3,26.9-37.7
H.S. or G.E.D.,439,19.4,17.0-21.7
Some post-H.S.,278,11.8,9.9-13.6
College graduate,179,4.0,3.2-4.8
Washington,,,
Less than H.S.,158,28.8,24.1-33.5
H.S. or G.E.D.,429,17.5,15.4-19.5
Some post-H.S.,404,10.4,9.0-11.7
College graduate,245,3.9,3.2-4.6
West Virginia,,,
Less than H.S.,138,31.2,26.1-36.4
H.S. or G.E.D.,432,23.2,20.8-25.6
Some post-H.S.,222,14.5,12.3-16.7
College graduate,101,6.1,4.7-7.5
Wisconsin,,,
Less than H.S.,52,33.1,23.6-42.5
H.S. or G.E.D.,255,16.8,14.1-19.5
Some post-H.S.,207,13.5,11.1-15.9
College graduate,98,4.4,3.1-5.7
Wyoming,,,
Less than H.S.,66,30.8,21.9-39.7
H.S. or G.E.D.,226,17.1,14.0-20.2
Some post-H.S.,213,15.7,12.7-18.7
College graduate,98,7.0,4.9-9.1
Guam,,,
Less than H.S.,30,26.3,15.5-37.2
H.S. or G.E.D.,168,33.1,26.2-39.9
Some post-H.S.,95,22.0,16.0-28.0
College graduate,73,10.1,7.3-12.9
Puerto Rico,,,
Less than H.S.,88,19.3,12.6-26.1
H.S. or G.E.D.,315,33.9,29.8-38.1
Some post-H.S.,401,40.0,36.0-43.9
College graduate,471,28.3,25.5-31.1
