Location,n,Percentage,95% CI
H.S. or G.E.D.,142,17.4,14.2-20.5
Some post-H.S.,218,19.3,16.5-22.1
College graduate,168,13.2,10.8-15.7
Missouri,,,
Less than H.S.,33,13.9,8.8-19.1
H.S. or G.E.D.,285,17.9,15.4-20.5
Some post-H.S.,308,18.0,15.5-20.5
College graduate,240,8.7,7.3-10.1
Montana,,,
Less than H.S.,33,13.8,8.5-19.0
H.S. or G.E.D.,263,17.1,14.8-19.5
Some post-H.S.,282,14.1,12.2-16.0
College graduate,335,11.4,9.9-12.9
Nebraska,,,
Less than H.S.,66,17.3,12.5-22.0
H.S. or G.E.D.,352,19.1,16.5-21.7
Some post-H.S.,335,14.9,12.8-16.9
College graduate,283,9.1,7.7-10.4
Nevada,,,
Less than H.S.,27,22.9,14.3-31.6
H.S. or G.E.D.,112,16.3,12.4-20.3
Some post-H.S.,108,11.2,8.3-14.1
College graduate,89,8.4,5.4-11.4
New Hampshire,,,
Less than H.S.,17,*,
H.S. or G.E.D.,180,14.7,11.8-17.7
Some post-H.S.,196,12.8,10.4-15.3
College graduate,284,7.0,5.9-8.2
New Jersey,,,
Less than H.S.,32,13.0,7.9-18.1
H.S. or G.E.D.,165,14.6,11.8-17.4
Some post-H.S.,156,10.8,8.7-12.9
College graduate,181,5.2,4.3-6.2
New Mexico,,,
Less than H.S.,40,13.3,8.0-18.6
H.S. or G.E.D.,168,19.0,15.2-22.9
Some post-H.S.,192,17.4,14.3-20.5
College graduate,193,9.0,7.2-10.8
New York,,,
Less than H.S.,101,12.9,9.9-15.9
H.S. or G.E.D.,487,15.3,13.4-17.1
Some post-H.S.,447,14.7,12.9-16.6
College graduate,570,7.6,6.7-8.4
North Carolina,,,
Less than H.S.,27,10.6,5.6-15.6
H.S. or G.E.D.,125,19.9,16.0-23.8
Some post-H.S.,184,18.5,15.4-21.5
College graduate,128,7.2,5.8-8.6
North Dakota,,,
Less than H.S.,15,11.3,5.1-17.6
H.S. or G.E.D.,162,17.7,14.6-20.8
Some post-H.S.,163,13.4,11.1-15.6
College graduate,150,10.7,8.7-12.7
Ohio,,,
Less than H.S.,69,14.4,9.9-18.8
H.S. or G.E.D.,671,18.6,16.7-20.5
Some post-H.S.,613,15.0,13.4-16.5
College graduate,473,8.4,7.4-9.5
Oklahoma,,,
Less than H.S.,48,16.3,11.4-21.3
H.S. or G.E.D.,192,15.9,13.6-18.3
Some post-H.S.,282,17.6,15.4-19.8
College graduate,186,10.0,8.3-11.6
Oregon,,,
Less than H.S.,27,11.6,7.0-16.2
H.S. or G.E.D.,157,18.4,15.2-21.6
Some post-H.S.,227,16.4,14.0-18.7
College graduate,204,9.1,7.6-10.6
Pennsylvania,,,
Less than H.S.,20,14.4,6.6-22.2
H.S. or G.E.D.,210,20.3,16.9-23.6
Some post-H.S.,140,13.6,10.9-16.3
College graduate,156,8.3,6.5-10.1
Rhode Island,,,
Less than H.S.,33,12.5,8.0-17.1
H.S. or G.E.D.,121,12.3,9.5-15.1
Some post-H.S.,163,14.2,11.3-17.1
College graduate,168,6.4,4.9-7.8
South Carolina,,,
Less than H.S.,54,10.4,6.8-14.1
H.S. or G.E.D.,320,18.0,15.6-20.4
Some post-H.S.,390,17.1,15.0-19.2
College graduate,364,11.2,9.8-12.7
South Dakota,,,
Less than H.S.,37,*,
H.S. or G.E.D.,332,17.2,12.6-21.9
Some post-H.S.,345,18.9,12.9-24.8
College graduate,292,12.1,8.6-15.7
Tennessee,,,
Less than H.S.,22,9.6,4.7-14.5
H.S. or G.E.D.,207,19.0,16.0-22.1
Some post-H.S.,230,18.7,15.9-21.5
College graduate,198,10.5,8.7-12.4
Texas,,,
Less than H.S.,77,7.9,5.2-10.5
H.S. or G.E.D.,348,13.9,11.5-16.3
Some post-H.S.,450,13.1,11.1-15.1
College graduate,436,8.1,6.9-9.4
Utah,,,
Less than H.S.,56,17.4,12.0-22.7
H.S. or G.E.D.,253,13.7,11.7-15.7
Some post-H.S.,312,12.8,11.1-14.5
College graduate,267,6.2,5.3-7.1
Vermont,,,
Less than H.S.,24,13.2,7.2-19.2
H.S. or G.E.D.,247,18.4,15.6-21.2
Some post-H.S.,228,14.6,12.2-17.0
College graduate,358,9.1,8.0-10.2
Virginia,,,
Less than H.S.,38,11.9,6.9-16.8
H.S. or G.E.D.,312,16.6,14.3-19.0
Some post-H.S.,324,13.4,11.5-15.4
College graduate,344,6.5,5.6-7.5
Washington,,,
Less than H.S.,100,13.4,10.3-16.4
H.S. or G.E.D.,647,15.2,13.8-16.6
Some post-H.S.,898,14.7,13.5-15.9
College graduate,783,6.4,5.8-7.0
West Virginia,,,
Less than H.S.,27,12.5,7.2-17.8
H.S. or G.E.D.,242,16.2,14.0-18.4
Some post-H.S.,193,17.1,14.4-19.7
College graduate,144,10.1,8.2-12.0
Wisconsin,,,
Less than H.S.,51,16.3,11.0-21.6
H.S. or G.E.D.,429,18.8,16.7-20.9
Some post-H.S.,449,15.2,13.4-16.9
College graduate,385,8.9,7.7-10.1
Wyoming,,,
Less than H.S.,20,17.3,9.0-25.5
H.S. or G.E.D.,169,19.4,16.1-22.6
Some post-H.S.,180,15.0,12.5-17.4
College graduate,167,10.5,8.7-12.3
Guam,,,
Less than H.S.,19,*,
H.S. or G.E.D.,116,18.5,13.1-23.9
Some post-H.S.,70,12.2,6.8-17.5
College graduate,112,16.2,10.0-22.4
Puerto Rico,,,
Less than H.S.,8,*,
H.S. or G.E.D.,60,6.4,4.4-8.5
Some post-H.S.,127,12.9,9.7-16.0
College graduate,319,19.5,16.7-22.3
Virgin Islands,,,
Less than H.S.,20,*,
H.S. or G.E.D.,61,*,
Some post-H.S.,53,*,
College graduate,49,10.8,5.2-16.4
