Location,n,Percentage,95% CI
Less than H.S.,64,13.9,9.8-17.9
H.S. or G.E.D.,161,14.0,11.2-16.9
Some post-H.S.,192,12.9,10.5-15.3
College graduate,127,6.5,5.0-8.0
New York,,,
Less than H.S.,108,14.9,11.3-18.5
H.S. or G.E.D.,413,15.2,13.1-17.2
Some post-H.S.,299,9.0,7.6-10.4
College graduate,290,4.5,3.7-5.2
North Carolina,,,
Less than H.S.,38,13.4,8.7-18.0
H.S. or G.E.D.,122,16.1,13.1-19.1
Some post-H.S.,118,11.2,9.0-13.4
College graduate,79,5.6,4.3-6.9
North Dakota,,,
Less than H.S.,28,8.7,4.6-12.9
H.S. or G.E.D.,169,11.7,9.3-14.1
Some post-H.S.,165,10.2,8.0-12.4
College graduate,97,4.2,3.0-5.5
Ohio,,,
Less than H.S.,68,11.9,7.5-16.2
H.S. or G.E.D.,588,15.3,13.4-17.2
Some post-H.S.,413,11.9,10.2-13.6
College graduate,264,5.7,4.6-6.8
Oklahoma,,,
Less than H.S.,54,15.7,11.2-20.2
H.S. or G.E.D.,202,12.8,10.7-14.8
Some post-H.S.,207,11.7,9.9-13.5
College graduate,114,5.6,4.3-6.8
Oregon,,,
Less than H.S.,40,15.9,10.6-21.2
H.S. or G.E.D.,149,13.6,11.2-15.9
Some post-H.S.,174,10.1,8.4-11.8
College graduate,106,4.9,3.8-6.0
Pennsylvania,,,
Less than H.S.,27,9.4,5.5-13.2
H.S. or G.E.D.,224,14.1,12.0-16.2
Some post-H.S.,155,10.1,8.2-11.9
College graduate,141,4.4,3.5-5.2
Rhode Island,,,
Less than H.S.,38,17.0,10.2-23.7
H.S. or G.E.D.,171,13.0,10.4-15.6
Some post-H.S.,126,8.8,6.6-11.0
College graduate,108,3.3,2.3-4.3
South Carolina,,,
Less than H.S.,53,14.5,9.4-19.5
H.S. or G.E.D.,175,11.7,9.5-13.8
Some post-H.S.,189,10.3,8.5-12.1
College graduate,139,5.5,4.3-6.8
South Dakota,,,
Less than H.S.,33,*,
H.S. or G.E.D.,210,10.7,7.6-13.7
Some post-H.S.,194,11.2,8.1-14.4
College graduate,132,6.3,4.2-8.4
Tennessee,,,
Less than H.S.,41,10.7,6.6-14.9
H.S. or G.E.D.,199,12.6,10.2-15.0
Some post-H.S.,165,11.9,9.6-14.2
College graduate,89,4.1,2.9-5.3
Texas,,,
Less than H.S.,113,14.8,9.6-20.0
H.S. or G.E.D.,293,10.3,8.1-12.5
Some post-H.S.,330,9.6,7.6-11.6
College graduate,222,5.1,3.9-6.2
Utah,,,
Less than H.S.,67,19.4,14.5-24.3
H.S. or G.E.D.,274,11.5,9.8-13.2
Some post-H.S.,289,8.2,7.1-9.3
College graduate,171,3.3,2.7-3.9
Vermont,,,
Less than H.S.,22,13.2,7.1-19.3
H.S. or G.E.D.,182,12.3,9.9-14.8
Some post-H.S.,137,10.0,7.7-12.3
College graduate,175,5.7,4.4-7.0
Virginia,,,
Less than H.S.,68,11.4,8.2-14.7
H.S. or G.E.D.,252,13.0,11.0-15.0
Some post-H.S.,274,10.5,8.8-12.2
College graduate,170,3.8,3.0-4.5
Washington,,,
Less than H.S.,62,10.1,7.3-12.9
H.S. or G.E.D.,314,12.4,10.7-14.2
Some post-H.S.,340,9.6,8.3-10.9
College graduate,245,4.2,3.5-4.9
West Virginia,,,
Less than H.S.,69,16.7,12.3-21.1
H.S. or G.E.D.,302,17.7,15.4-20.0
Some post-H.S.,185,14.9,12.3-17.5
College graduate,97,6.9,5.1-8.7
Wisconsin,,,
Less than H.S.,28,15.7,9.1-22.4
H.S. or G.E.D.,186,12.4,10.2-14.6
Some post-H.S.,153,11.2,8.9-13.5
College graduate,106,4.7,3.5-5.8
Wyoming,,,
Less than H.S.,28,12.7,6.6-18.7
H.S. or G.E.D.,134,12.6,9.6-15.7
Some post-H.S.,169,10.7,8.5-12.9
College graduate,95,4.7,3.3-6.2
Guam,,,
Less than H.S.,19,20.2,10.5-29.9
H.S. or G.E.D.,101,13.2,10.3-16.1
Some post-H.S.,89,13.8,10.4-17.1
College graduate,58,8.7,5.2-12.1
Puerto Rico,,,
Less than H.S.,21,2.9,1.5-4.4
H.S. or G.E.D.,83,6.7,4.9-8.5
Some post-H.S.,143,12.6,10.1-15.0
College graduate,280,18.3,
