Location,n,Percentage,95% CI
H.S. or G.E.D.,440,25.5,23.0-27.9
Some post-H.S.,699,36.4,33.9-38.9
College graduate,"1,172",36.5,34.4-38.5
Minnesota,,,
Less than H.S.,57,21.4,15.8-26.9
H.S. or G.E.D.,733,31.7,29.5-33.9
Some post-H.S.,"1,426",36.3,34.6-38.1
College graduate,"2,143",33.8,32.4-35.1
Mississippi,,,
Less than H.S.,18,6.6,3.2-9.9
H.S. or G.E.D.,170,19.4,16.1-22.6
Some post-H.S.,285,32.3,28.5-36.1
College graduate,437,39.0,35.4-42.6
Missouri,,,
Less than H.S.,79,17.8,13.0-22.6
H.S. or G.E.D.,749,30.2,27.5-32.9
Some post-H.S.,915,34.9,32.2-37.5
College graduate,"1,261",35.2,32.9-37.6
Montana,,,
Less than H.S.,33,17.2,10.4-24.1
H.S. or G.E.D.,377,30.0,26.9-33.1
Some post-H.S.,525,35.2,32.4-38.1
College graduate,829,37.6,35.2-40.0
Nebraska,,,
Less than H.S.,67,12.6,8.6-16.5
H.S. or G.E.D.,"1,016",32.0,29.8-34.3
Some post-H.S.,"1,432",38.3,36.2-40.4
College graduate,"1,850",36.7,34.9-38.6
Nevada,,,
Less than H.S.,12,*,
H.S. or G.E.D.,154,28.2,23.2-33.2
Some post-H.S.,253,33.3,28.6-38.0
College graduate,299,36.7,31.6-41.9
New Hampshire,,,
Less than H.S.,18,21.7,11.5-31.9
H.S. or G.E.D.,312,34.8,30.7-38.9
Some post-H.S.,453,36.5,32.9-40.2
College graduate,875,34.9,32.3-37.5
New Jersey,,,
Less than H.S.,18,8.4,4.1-12.7
H.S. or G.E.D.,331,30.1,26.8-33.3
Some post-H.S.,450,35.4,32.0-38.7
College graduate,814,25.7,23.7-27.7
New Mexico,,,
Less than H.S.,40,8.3,5.1-11.4
H.S. or G.E.D.,257,22.6,19.4-25.7
Some post-H.S.,414,31.0,27.7-34.4
College graduate,752,38.8,35.8-41.6
New York,,,
Less than H.S.,204,10.7,8.6-12.8
H.S. or G.E.D.,"1,957",26.0,24.2-27.9
Some post-H.S.,"2,488",32.5,30.6-34.4
College graduate,"4,296",31.4,29.9-32.8
North Carolina,,,
Less than H.S.,17,10.8,5.2-16.4
H.S. or G.E.D.,197,26.2,22.5-29.8
Some post-H.S.,341,34.4,30.8-37.9
College graduate,555,32.0,29.4-34.6
North Dakota,,,
Less than H.S.,36,21.9,13.4-30.4
H.S. or G.E.D.,363,31.3,27.9-34.7
Some post-H.S.,556,37.5,34.4-40.6
College graduate,647,36.7,33.8-39.5
Ohio,,,
Less than H.S.,64,16.8,12.0-21.6
H.S. or G.E.D.,889,29.0,26.8-31.2
Some post-H.S.,"1,087",37.3,35.0-39.7
College graduate,"1,517",35.8,33.9-37.7
Oklahoma,,,
Less than H.S.,23,11.5,6.4-16.6
H.S. or G.E.D.,263,28.0,24.6-31.5
Some post-H.S.,419,33.2,30.0-36.3
College graduate,568,34.8,31.8-37.7
Oregon,,,
Less than H.S.,7,*,
H.S. or G.E.D.,103,14.5,11.6-17.4
Some post-H.S.,224,19.3,16.6-21.9
College graduate,307,18.6,16.5-20.8
Pennsylvania,,,
Less than H.S.,22,17.6,9.5-25.7
H.S. or G.E.D.,344,30.1,27.0-33.3
Some post-H.S.,389,35.1,31.8-38.4
College graduate,778,34.6,32.2-37.1
Rhode Island,,,
Less than H.S.,34,17.0,10.7-23.3
H.S. or G.E.D.,253,32.1,28.1-36.1
Some post-H.S.,349,34.5,30.9-38.0
College graduate,694,31.1,28.7-33.5
South Carolina,,,
Less than H.S.,34,10.4,6.2-14.5
H.S. or G.E.D.,425,26.0,23.1-28.8
Some post-H.S.,684,35.9,33.0-38.8
College graduate,"1,128",36.9,34.5-39.3
South Dakota,,,
Less than H.S.,25,*,
H.S. or G.E.D.,396,33.6,27.9-39.2
Some post-H.S.,637,39.0,33.9-44.2
College graduate,834,33.6,29.2-38.0
Tennessee,,,
Less than H.S.,20,10.5,5.7-15.4
H.S. or G.E.D.,270,27.4,23.9-31.0
Some post-H.S.,329,32.3,28.9-35.8
College graduate,541,36.7,33.6-39.7
Texas,,,
Less than H.S.,53,9.6,5.7-13.4
H.S. or G.E.D.,464,30.5,26.7-34.2
Some post-H.S.,681,30.0,26.8-33.2
College graduate,"1,191",33.6,30.9-36.2
Utah,,,
Less than H.S.,55,17.1,12.0-22.2
H.S. or G.E.D.,656,36.8,34.0-39.7
Some post-H.S.,988,39.6,37.3-42.0
College graduate,"1,336",36.7,34.8-38.6
Vermont,,,
Less than H.S.,24,18.7,9.6-27.8
H.S. or G.E.D.,384,33.9,30.1-37.7
Some post-H.S.,439,38.9,35.1-42.7
College graduate,"1,005",36.3,33.8-38.8
Virginia,,,
Less than H.S.,34,13.1,8.1-18.1
H.S. or G.E.D.,469,31.8,28.7-35.0
Some post-H.S.,669,35.6,32.8-38.5
College graduate,"1,215",29.8,27.8-31.7
Washington,,,
Less than H.S.,65,17.0,12.6-21.3
H.S. or G.E.D.,618,31.7,29.1-34.4
Some post-H.S.,"1,081",36.0,33.8-38.2
College graduate,"1,694",30.2,28.6-31.8
West Virginia,,,
Less than H.S.,30,12.1,7.5-16.8
H.S. or G.E.D.,426,25.9,23.5-28.4
Some post-H.S.,457,33.8,30.9-36.7
College graduate,754,39.3,36.8-41.8
Wisconsin,,,
Less than H.S.,33,21.9,12.9-30.9
H.S. or G.E.D.,458,36.0,32.4-39.5
Some post-H.S.,543,36.9,33.5-40.2
College graduate,875,34.8,32.2-37.5
Wyoming,,,
Less than H.S.,14,21.9,10.5-33.2
H.S. or G.E.D.,269,35.2,30.7-39.7
Some post-H.S.,401,38.1,34.3-42.0
College graduate,544,37.7,34.3-41.2
Guam,,,
Less than H.S.,12,*,
H.S. or G.E.D.,94,19.1,14.1-24.1
Some post-H.S.,89,25.7,18.0-33.4
College graduate,190,39.7,32.1-47.2
Puerto Rico,,,
Less than H.S.,2,*,
H.S. or G.E.D.,17,3.4,1.6-5.2
Some post-H.S.,47,5.9,3.9-7.9
College graduate,259,21.5,18.6-24.4
Virgin Islands,,,
Less than H.S.,5,*,
H.S. or G.E.D.,53,14.0,7.5-20.5
Some post-H.S.,59,30.0,17.8-42.1
College graduate,150,38.5,28.2-48.9
