Location,n,Percentage,95% CI
Iowa,,,
Less than H.S.,2,*,
H.S. or G.E.D.,45,2.4,1.6-3.2
Some post-H.S.,57,3.3,2.3-4.3
College graduate,280,13.8,12.0-15.6
Kansas,,,
Less than H.S.,4,*,
H.S. or G.E.D.,35,2.7,1.7-3.8
Some post-H.S.,65,3.5,2.5-4.5
College graduate,393,15.4,13.7-17.1
Louisiana,,,
Less than H.S.,2,*,
H.S. or G.E.D.,26,2.9,1.5-4.3
Some post-H.S.,47,5.2,3.4-6.9
College graduate,213,16.1,13.7-18.5
Maine,,,
Less than H.S.,2,*,
H.S. or G.E.D.,31,2.5,1.3-3.7
Some post-H.S.,57,3.3,2.2-4.3
College graduate,378,12.7,11.1-14.3
Maryland,,,
Less than H.S.,4,*,
H.S. or G.E.D.,108,6.2,4.4-8.0
Some post-H.S.,156,8.6,6.7-10.5
College graduate,"1,280",23.5,22.0-25.1
Massachusetts,,,
Less than H.S.,4,*,
H.S. or G.E.D.,37,4.0,2.4-5.6
Some post-H.S.,106,9.5,7.1-11.9
College graduate,971,27.8,25.9-29.7
Michigan,,,
Less than H.S.,3,*,
H.S. or G.E.D.,25,1.8,1.0-2.7
Some post-H.S.,67,3.6,2.6-4.7
College graduate,404,13.4,11.9-15.0
Minnesota,,,
Less than H.S.,8,*,
H.S. or G.E.D.,88,4.3,3.1-5.5
Some post-H.S.,130,4.5,3.5-5.4
College graduate,823,16.9,15.5-18.2
Mississippi,,,
Less than H.S.,4,*,
H.S. or G.E.D.,10,*,
Some post-H.S.,24,2.7,1.4-3.9
College graduate,100,8.9,6.9-11.0
Missouri,,,
Less than H.S.,2,*,
H.S. or G.E.D.,33,2.8,1.5-4.0
Some post-H.S.,49,3.8,2.5-5.0
College graduate,224,14.2,12.0-16.4
Montana,,,
Less than H.S.,6,*,
H.S. or G.E.D.,23,2.2,1.2-3.2
Some post-H.S.,48,3.2,2.1-4.2
College graduate,231,11.3,9.7-12.9
Nebraska,,,
Less than H.S.,12,*,
H.S. or G.E.D.,58,2.4,1.6-3.1
Some post-H.S.,93,3.8,2.8-4.7
College graduate,418,13.0,11.5-14.5
Nevada,,,
Less than H.S.,1,*,
H.S. or G.E.D.,15,*,
Some post-H.S.,24,*,
College graduate,122,17.1,13.2-20.9
New Hampshire,,,
Less than H.S.,1,*,
H.S. or G.E.D.,25,3.9,1.9-5.8
Some post-H.S.,63,9.1,6.4-11.7
College graduate,346,18.9,16.7-21.2
New Jersey,,,
Less than H.S.,4,*,
H.S. or G.E.D.,57,4.8,3.3-6.2
Some post-H.S.,100,8.6,6.4-10.8
College graduate,836,26.5,24.5-28.5
New Mexico,,,
Less than H.S.,2,*,
H.S. or G.E.D.,11,*,
Some post-H.S.,11,*,
College graduate,92,12.9,9.8-16.1
New York,,,
Less than H.S.,7,*,
H.S. or G.E.D.,70,4.3,2.8-5.9
Some post-H.S.,131,5.8,4.5-7.1
College graduate,"1,276",21.8,20.3-23.2
North Carolina,,,
Less than H.S.,1,*,
H.S. or G.E.D.,9,*,
Some post-H.S.,33,5.3,3.3-7.4
College graduate,191,15.8,13.3-18.3
North Dakota,,,
Less than H.S.,1,*,
H.S. or G.E.D.,33,4.3,2.5-6.2
Some post-H.S.,63,5.1,3.6-6.5
College graduate,195,11.4,9.7-13.1
Ohio,,,
Less than H.S.,12,*,
H.S. or G.E.D.,47,2.5,1.5-3.4
Some post-H.S.,80,3.9,2.8-5.1
College graduate,446,13.2,11.7-14.6
Oklahoma,,,
Less than H.S.,2,*,
H.S. or G.E.D.,27,2.3,1.4-3.3
Some post-H.S.,44,3.1,2.1-4.0
College graduate,245,13.0,11.3-14.7
Oregon,,,
Less than H.S.,2,*,
H.S. or G.E.D.,28,3.4,1.9-4.9
Some post-H.S.,44,3.2,2.1-4.3
College graduate,289,14.4,12.6-16.3
Rhode Island,,,
Less than H.S.,2,*,
H.S. or G.E.D.,22,2.8,1.3-4.4
Some post-H.S.,33,2.7,1.6-3.7
College graduate,367,16.6,14.4-18.7
South Carolina,,,
Less than H.S.,3,*,
H.S. or G.E.D.,36,2.5,1.6-3.4
Some post-H.S.,51,2.6,1.8-3.4
College graduate,353,13.0,11.4-14.5
South Dakota,,,
Less than H.S.,1,*,
H.S. or G.E.D.,32,*,
Some post-H.S.,44,3.0,1.7-4.2
College graduate,177,9.8,7.0-12.6
Tennessee,,,
Less than H.S.,3,*,
H.S. or G.E.D.,21,2.6,1.3-3.8
Some post-H.S.,34,3.9,2.4-5.5
College graduate,222,15.6,13.2-18.0
Texas,,,
Less than H.S.,7,*,
H.S. or G.E.D.,39,*,
Some post-H.S.,102,5.0,3.5-6.5
College graduate,499,17.4,15.2-19.7
Utah,,,
Less than H.S.,6,*,
H.S. or G.E.D.,71,4.6,3.4-5.8
Some post-H.S.,115,6.5,5.1-7.9
College graduate,494,15.5,14.0-17.0
Vermont,,,
Less than H.S.,0,***,
H.S. or G.E.D.,24,2.2,1.1-3.3
Some post-H.S.,35,3.0,1.9-4.0
College graduate,369,11.0,9.8-12.3
Virginia,,,
Less than H.S.,4,*,
H.S. or G.E.D.,27,3.4,1.8-5.1
Some post-H.S.,36,4.7,2.4-6.9
College graduate,426,23.0,20.5-25.6
Washington,,,
Less than H.S.,17,3.1,1.3-4.9
H.S. or G.E.D.,143,4.3,3.5-5.1
Some post-H.S.,280,6.0,5.2-6.8
College graduate,"1,951",24.0,22.9-25.1
West Virginia,,,
Less than H.S.,2,*,
H.S. or G.E.D.,11,*,
Some post-H.S.,23,2.4,1.3-3.5
College graduate,118,10.5,8.5-12.4
Wisconsin,,,
Less than H.S.,8,*,
H.S. or G.E.D.,50,2.8,1.8-3.7
Some post-H.S.,77,3.7,2.7-4.8
College graduate,364,12.9,11.3-14.6
Wyoming,,,
Less than H.S.,2,*,
H.S. or G.E.D.,16,2.2,1.0-3.4
Some post-H.S.,37,3.8,2.4-5.1
College graduate,84,6.5,4.9-8.0
Guam,,,
Less than H.S.,2,*,
H.S. or G.E.D.,6,*,
Some post-H.S.,10,*,
College graduate,31,8.1,4.2-12.1
Puerto Rico,,,
Less than H.S.,0,***,
H.S. or G.E.D.,2,*,
Some post-H.S.,3,*,
College graduate,32,2.3,1.4-3.2
Virgin Islands,,,
Less than H.S.,0,***,
H.S. or G.E.D.,9,*,
Some post-H.S.,9,*,
College graduate,42,10.6,4.7-16.6
