Location,n,Percentage,95% CI
Some post-H.S.,100,7.3,5.3-9.2
College graduate,71,2.2,1.4-3.0
Virginia,,,
Less than H.S.,176,29.7,24.6-34.9
H.S. or G.E.D.,199,9.4,7.7-11.1
Some post-H.S.,139,5.4,4.2-6.7
College graduate,68,1.5,1.1-2.0
Washington,,,
Less than H.S.,126,20.4,16.4-24.4
H.S. or G.E.D.,216,7.5,6.3-8.8
Some post-H.S.,243,6.5,5.5-7.6
College graduate,118,1.9,1.4-2.4
West Virginia,,,
Less than H.S.,147,31.4,25.9-37.0
H.S. or G.E.D.,273,14.6,12.5-16.8
Some post-H.S.,118,9.7,7.4-12.0
College graduate,38,2.0,1.2-2.9
Wisconsin,,,
Less than H.S.,35,18.6,11.4-25.7
H.S. or G.E.D.,114,9.3,7.3-11.4
Some post-H.S.,86,6.1,4.5-7.8
College graduate,41,2.6,1.6-3.6
Wyoming,,,
Less than H.S.,31,16.0,8.7-23.2
H.S. or G.E.D.,59,5.3,3.5-7.2
Some post-H.S.,85,7.4,5.2-9.7
College graduate,31,2.8,1.4-4.2
Guam,,,
Less than H.S.,49,45.6,33.2-58.0
H.S. or G.E.D.,116,16.2,12.3-20.2
Some post-H.S.,58,9.3,6.2-12.4
College graduate,27,3.3,1.9-4.7
Puerto Rico,,,
Less than H.S.,568,75.8,72.0-79.6
H.S. or G.E.D.,723,53.6,50.1-57.0
Some post-H.S.,474,34.7,31.5-37.9
College graduate,305,16.8,14.7-18.9
